x,y,z
-1.4575403929,20.305040359,-6.265007019
-1.9466061592,19.997060776,-6.0663180351
-2.4456763268,19.676263809,-5.9017972946
-2.9455878735,19.345197678,-5.7741713524
-3.4375603199,19.006595612,-5.6863255501
-3.9138185978,18.663713455,-5.6415128708
-4.3684606552,18.320396423,-5.6434826851
-4.7981095314,17.98074913,-5.6962237358
-5.2018966675,17.64812851,-5.8032269478
-5.5808625221,17.323877335,-5.9663481712
-5.9365797043,17.006317139,-6.1847147942
-6.2695479393,16.690734863,-6.4541649818
-6.5778460503,16.370084763,-6.7673654556
-6.856317997,16.036252975,-7.1143369675
-7.0972528458,15.681416512,-7.4834299088
-7.2920360565,15.299437523,-7.8625535965
-7.4330649376,14.886891365,-8.2406225204
-7.5152387619,14.443524361,-8.6089830399
-7.5365581512,13.972333908,-8.9627914429
-7.4979505539,13.478819847,-9.3016195297
-7.4027433395,12.96965313,-9.6290073395
-7.2560973167,12.451174736,-9.9510097504
-7.0648293495,11.927972794,-10.27391243
-6.8374300003,11.402273178,-10.601733208
-6.5842046738,10.87408638,-10.933981895
-6.3173012733,10.342356682,-11.264090538
-6.0503129959,9.8068675995,-11.579089165
-5.7975058556,9.2695388794,-11.860179901
-5.57254076,8.7366094589,-12.084616661
-5.3867406845,8.2184076309,-12.228559494
-5.247300148,7.7290229797,-12.270490646
-5.1559553146,7.284412384,-12.194823265
-5.1086435318,6.8999948502,-11.994822502
-5.0964632034,6.5876560211,-11.674219131
-5.1079773903,6.353392601,-11.246870995
-5.1318202019,6.1960549355,-10.734575272
-5.1587967873,6.1065721512,-10.163676262
-5.1826200485,6.0695853233,-9.5612707138
-5.1992430687,6.0650477409,-8.951792717
-5.2053451538,6.0712928772,-8.3546009064
-5.1968832016,6.0676035881,-7.7828130722
-5.1684851646,6.0354976654,-7.2431364059
-5.1145424843,5.960460186,-6.7364954948
-5.0315623283,5.8315191269,-6.2593655586
-4.9209256172,5.6426725388,-5.8053250313
-4.7905154228,5.3924069405,-5.3667888641
-4.6542563438,5.0841464996,-4.9366378784
-4.5297851562,4.7247743607,-4.5095944405
-4.4347624779,4.3233819008,-4.0831847191
-4.3830637932,3.8894672394,-3.6581418514
-4.3817749023,3.4308571815,-3.238309145
-4.4295544624,2.9534263611,-2.8300373554
-4.5170249939,2.4600687027,-2.441161871
-4.62880373,1.9512717724,-2.0797679424
-4.7463946342,1.4259890318,-1.7528785467
-4.8515853882,0.8826443553,-1.4653291702
-4.9293270111,0.32050848007,-1.2188181877
-4.96976614,-0.25992724299,-1.0114014149
-4.968963623,-0.85586005449,-0.83746951818
-4.9287047386,-1.4626731873,-0.68812841177
-4.855463028,-2.0743181705,-0.55190676451
