x,y,z
-2.0846641064,15.65842247,-8.4016132354999993
-2.2024962531322534,15.605615678896113,-8.441963332015094
-2.3203283998645068,15.552808887792228,-8.4823134285301887
-2.4381605465967606,15.500002096688341,-8.5226635250452834
-2.555992693329014,15.447195305584454,-8.563013621560378
-2.6738248400612674,15.394388514480569,-8.603363718075471
-2.7854628495662976,15.320084292210487,-8.6160964389262915
-2.8963417229346726,15.243145404894273,-8.6254444514477271
-3.0072205963030481,15.166206517578059,-8.6347924639691644
-3.1180994696714235,15.089267630261846,-8.6441404764906018
-3.224133676912968,15.006995275593782,-8.6438588774600511
-3.3204873482983679,14.914065670129588,-8.6243355396864558
-3.4168410196837673,14.821136064665394,-8.6048122019128588
-3.5131946910691667,14.7282064592012,-8.5852888641392635
-3.6095483624545666,14.635276853737006,-8.5657655263656665
-3.692193278826061,14.53553736314608,-8.5275141893866735
-3.773437207904756,14.435101925875948,-8.4873489157387656
-3.8546811369834515,14.334666488605816,-8.4471836420908559
-3.935925066062147,14.234231051335684,-8.4070183684429463
-4.0127089476360434,14.132727922372892,-8.3618951289152257
-4.0830055764291115,14.029671808628031,-8.3095604016384552
-4.1533022052221797,13.92661569488317,-8.2572256743616848
-4.223598834015247,13.823559581138309,-8.2048909470849125
-4.2938954628083152,13.720503467393447,-8.152556219808142
-4.3597082490803816,13.616889559250289,-8.0957663980212935
-4.4245350825688607,13.513152997615824,-8.0379969448551591
-4.4893619160573399,13.40941643598136,-7.9802274916890257
-4.5541887495458191,13.305679874346895,-7.9224580385228904
-4.6190096681031072,13.201898432616318,-7.8647628079901333
-4.6838121783486679,13.097977316091047,-7.8072985714162995
-4.7486146885942286,12.994056199565778,-7.7498343348424656
-4.8134171988397894,12.890135083040509,-7.6923700982686318
-4.878219709085351,12.786213966515239,-7.634905861694798
-4.9471754661269722,12.682270725500372,-7.5826362985174312
-5.0170608665869265,12.578322532242801,-7.5315294868380018
-5.0869462670468826,12.47437433898523,-7.4804226751585725
-5.1568316675068377,12.370426145727659,-7.4293158634791432
-5.232806466018185,12.266978352985941,-7.3872891725799237
-5.3118947893312898,12.163786416308119,-7.3499051706646616
-5.3909831126443946,12.060594479630296,-7.3125211687494005
-5.4700714359574993,11.957402542952474,-7.2751371668341394
-5.5578509359763064,11.856735845961273,-7.2557695011621366
-5.647489918538076,11.756609425537111,-7.2402564415885813
-5.7371289010998456,11.656483005112946,-7.224743382015026
