x,y,z
0.22205226123,15.917679787,-0.94888675213
0.096989572048,15.441932678,-0.45283451676
-0.16280882061,14.991919518,-0.11934741586
-0.52839821577,14.573248863,0.068438351154
-0.97066098452,14.191353798,0.12744289637
-1.4602338076,13.851149559,0.074626386166
-1.9678258896,13.55655098,-0.073226444423
-2.4652423859,13.309672356,-0.29982766509
-2.926980257,13.109881401,-0.58960717916
-3.3322384357,12.952571869,-0.92765283585
-3.6669099331,12.828519821,-1.2995868921
-3.9248623848,12.724421501,-1.6917526722
-4.108379364,12.624945641,-2.09207201
-4.2273259163,12.516005516,-2.4914617538
-4.2967128754,12.387963295,-2.8851356506
-4.3330698013,12.237412453,-3.2731866837
-4.3503775597,12.06669426,-3.6598937511
-4.3572473526,11.881420135,-4.0520038605
-4.3558502197,11.687130928,-4.4565329552
-4.3430767059,11.48661232,-4.8787231445
-4.3127880096,11.278770447,-5.320581913
-4.2579007149,11.059351921,-5.7802634239
-4.1717000008,10.823009491,-6.2523155212
-4.0487661362,10.56534481,-6.7285394669
-3.8859806061,10.284002304,-7.1993527412
-3.6839315891,9.9785203934,-7.6553311348
-3.4481630325,9.6494140625,-8.0888605118
-3.1898291111,9.2972564697,-8.4955434799
-2.9249801636,8.9223442078,-8.8750228882
-2.6725709438,8.5250921249,-9.2308139801
-2.451218605,8.1070766449,-9.5689544678
-2.2757458687,7.6721429825,-9.8955698013
-2.1548361778,7.2268304825,-10.21394825
-2.0904874802,6.7800974846,-10.521778107
-2.0797932148,6.3421087265,-10.809556007
-2.1181430817,5.9228830338,-11.06059742
-2.2023899555,5.5312924385,-11.253267288
-2.3324298859,5.1741776466,-11.364795685
-2.5107109547,4.857656002,-11.376725197
-2.7398920059,4.58685112,-11.27853775
-3.0200414658,4.3655576706,-11.069747925
-3.3464763165,4.196846962,-10.759709358
-3.7091655731,4.0811676979,-10.36469841
-4.0936088562,4.0164227486,-9.9043283463
-4.4829535484,3.9970891476,-9.3981323242
-4.8604974747,4.0151467323,-8.8632774353
-5.2119965553,4.0606188774,-8.3134317398
-5.5268306732,4.121825695,-7.7587327957
-5.7978506088,4.1867084503,-7.2061562538
-6.0200424194,4.2439041138,-6.6600370407
-6.1888680458,4.2832465172,-6.1226191521
-6.2991170883,4.29758358,-5.594622612
-6.3450264931,4.2821984291,-5.0758576393
-6.3219871521,4.2346711159,-4.5659661293
-6.2290897369,4.1528553963,-4.0651583672
-6.0712556839,4.0334076881,-3.574732542
-5.8599014282,3.8713078499,-3.097463131
-5.6117391586,3.6599211693,-2.6376280785
-5.3461699486,3.3927128315,-2.2008020878
-5.0823206902,3.0654592514,-1.7933174372
-4.8363518715,2.6765775681,-1.4212821722
-4.6195220947,2.2289526463,-1.0894123316
-4.4371900558,1.7288525105,-0.79981136322
-4.2885894775,1.1859480143,-0.5511726737
-4.1674690247,0.61174076796,-0.33860579133
-4.0634593964,0.01839238219,-0.1541684866
-3.9641342163,-0.5827139616,0.01212422736
-3.8575263023,-1.1815261841,0.17105980217
-3.7347807884,-1.7714416981,0.33299344778
-3.5920135975,-2.3480401039,0.50677835941
-3.4309515953,-2.9099578857,0.69886618853
